Acton Town,Aldgate,Aldgate East,Alperton,Amersham,Angel,Archway,Arnos Grove,Arsenal,Baker Street,Balham,Bank,Barbican,Barking,Barkingside,Barons Court,Bayswater,Becontree,Belsize Park,Bermondsey,Bethnal Green,Blackfriars,Blackhorse Road,Bond Street,Borough,Boston Manor,Bounds Green,Bow Road,Brent Cross,Brixton,Bromley-By-Bow,Buckhurst Hill,Burnt Oak,Caledonian Road,Camden Town,Canada Water,Canary Wharf,Canning Town,Cannon Street,Canons Park,Chalfont & Latimer,Chalk Farm,Chancery Lane,Charing Cross,Chesham,Chigwell,Chiswick Park,Chorleywood,Clapham Common,Clapham North,Clapham South,Cockfosters,Colindale,Colliers Wood,Covent Garden,Croxley,Dagenham East,Dagenham Heathway,Debden,Dollis Hill,Ealing Broadway,Ealing Common,Earl's Court,East Acton,East Finchley,East Ham,East Putney,Eastcote,Edgware,Edgware Road (B),Edgware Road (C),Elephant & Castle,Elm Park,Embankment,Epping,Euston,Euston Square,Fairlop,Farringdon,Finchley Central,Finchley Road,Finsbury Park,Fulham Broadway,Gants Hill,Gloucester Road,Golders Green,Goldhawk Road,Goodge Street,Grange Hill,Great Portland Street,Green Park,Greenford,Gunnersbury,Hainault,Hammersmith,Hampstead,Hanger Lane,Harlesden,Harrow & Wealdston,Harrow-on-the-Hill,Hatton Cross,Heathrow Terminal 4,Heathrow Terminals 123,Hendon Central,High Barnet,High Street Kensington,Highbury & Islington,Highgate,Hillingdon,Holborn,Holland Park,Holloway Road,Hornchurch,Hounslow Central,Hounslow East,Hounslow West,Hyde Park Corner,Ickenham,Kennington,Kensal Green,Kensington (Olympia),Kentish Town,Kenton,Kew Gardens,Kilburn,Kilburn Park,King's Cross St. Pancras,Kingsbury,Knightsbridge,Ladbroke Grove,Lambeth North,Lancaster Gate,Latimer Road,Leicester Square,Leyton,Leytonstone,Liverpool Street,London Bridge,Loughton,Maida Vale,Manor House,Mansion House,Marble Arch,Marylebone,Mile End,Mill Hill East,Moor Park,Moorgate,Morden,Mornington Crescent,Neasden,Newbury Park,North Acton,North Ealing,North Greenwich,North Harrow,North Wembley,Northfields,Northolt,Northwick Park,Northwood,Northwood Hills,Notting Hill Gate,Oakwood,Old Street,Osterley,Oval,Oxford Circus,Paddington,Park Royal,Parsons Green,Perivale,Picadilly Circus,Pimlico,Pinner,Plaistow,Preston Road,Putney Bridge,Queen's Park,Queensbury,Queensway,Ravenscourt Park,Rayners Lane,Redbridge,Regent's Park,Richmond,Rickmansworth,Roding Valley,Royal Oak,Ruislip,Ruislip Gardens,Ruislip Manor,Russell Square,Seven Sisters,Shepherd's Bush (C),Shepherd's Bush (H),Sloane Square,Snaresbrook,South Ealing,South Harrow,South Kensington,South Kenton,South Ruislip,South Wimbledon,South Woodford,Southfields,Southgate,Southwark,St. James's Park,St. John's Wood,St. Paul's,Stamford Brook,Stanmore,Stepney Green,Stockwell,Stonebridge Park,Stratford,Sudbury Hill,Sudbury Town,Swiss Cottage,Temple,Theydon Bois,Tooting Bec,Tooting Broadway,Tottenham Court Road,Tottenham Hale,Totteridge & Whetstone,Tower Hill,Tufnell Park,Turnham Green,Turnpike Lane,Upminster,Upminster Bridge,Upney,Upton Park,Uxbridge,Vauxhall,Victoria,Walthamstow Central,Wanstead,Warren Street,Warwick Avenue,Waterloo,Watford,Wembley Central,Wembley Park,West Acton,West Brompton,West Finchley,West Ham,West Hampstead,West Harrow,West Kensington,West Ruislip,Westbourne Park,Westminster,White City,Whitechapel,Willesden Green,Willesden Junction,Wimbledon,Wimbledon Park,Wood Green,Woodford,Woodside Park,All
-1.0,-10.0,-8.0,-1.0,,-8.0,-2.0,-1.0,-1.0,-8.0,-6.0,-54.0,-7.0,-6.0,-1.0,-2.0,-2.0,,-2.0,-7.0,-6.0,,-3.0,-13.0,-4.0,-1.0,-2.0,-2.0,-2.0,-11.0,-2.0,,-2.0,-2.0,-5.0,-18.0,-1023.0,-11.0,-6.0,-1.0,,-2.0,-11.0,-8.0,,,-1.0,,-4.0,-3.0,-4.0,,-3.0,-3.0,-5.0,,-1.0,-2.0,,,-4.0,-1.0,-5.0,-1.0,-2.0,-4.0,-2.0,,-2.0,-2.0,,-8.0,,-9.0,-1.0,-14.0,-9.0,,-15.0,-2.0,-3.0,-9.0,-3.0,-2.0,-4.0,-3.0,,-4.0,,-4.0,-16.0,-2.0,-1.0,-1.0,-8.0,-2.0,-1.0,,-2.0,-1.0,-1.0,,-1.0,-3.0,-2.0,-4.0,-13.0,-3.0,,-14.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-2.0,,-3.0,-1.0,-1.0,-3.0,-1.0,,-2.0,-1.0,-30.0,-1.0,-5.0,-2.0,-1.0,-2.0,-1.0,-10.0,-3.0,-3.0,-37.0,,-1.0,-2.0,-3.0,,-5.0,-4.0,-6.0,,,-24.0,-4.0,-2.0,-1.0,-1.0,-2.0,-1.0,-11.0,,,-1.0,-1.0,-1.0,,,-3.0,,-13.0,,-4.0,-28.0,-13.0,-1.0,-2.0,-1.0,-13.0,-5.0,,,,-2.0,-1.0,-1.0,-3.0,-1.0,,-1.0,-2.0,-4.0,,,-2.0,,-1.0,,-4.0,-10.0,-6.0,-2.0,-6.0,-1.0,-1.0,,-9.0,,,-2.0,-2.0,-2.0,-2.0,-11.0,-7.0,-3.0,-12.0,-2.0,-1.0,-4.0,-4.0,-1.0,-28.0,,,-2.0,-5.0,,-3.0,-6.0,-14.0,,-2.0,-11.0,-2.0,-1.0,-3.0,-1.0,-1.0,,-2.0,,-11.0,-26.0,-7.0,,-9.0,-2.0,-44.0,,,-2.0,-1.0,-2.0,,-6.0,-3.0,,-1.0,-1.0,-2.0,-10.0,-3.0,-11.0,-2.0,-3.0,,,-3.0,-1.0,-1.0,-2087.0
,,,,,1.0,,,,,,3.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,-89.0,3.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,3.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,6.0,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,-9.0
,,,,,,,,,-2.0,,-2.0,,,,,-1.0,,,,,-1.0,,-1.0,,,,,,,,,,,,,-35.0,,,,,,-1.0,-1.0,,,,,,,,,,-1.0,-1.0,,,,,,,,-1.0,,,,,,,-1.0,,,,,,-1.0,-1.0,,-1.0,,-1.0,,,,-1.0,,,-1.0,,,-1.0,,,,-1.0,,,-1.0,,,,,,,,,-1.0,-1.0,,-1.0,-1.0,,,,,,,,,,,,-1.0,,,,-2.0,,-1.0,,,,,-1.0,,-1.0,-2.0,-2.0,,,,,,-1.0,,,,-1.0,,,,,,,,,,,,,,,-1.0,,-1.0,,,-2.0,-2.0,,,,-1.0,-1.0,,,,-1.0,,,,,,,-1.0,-1.0,,,,,,,,-1.0,,,-1.0,,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,-2.0,,,-1.0,,-2.0,,-1.0,,,,,,,,-1.0,,,-1.0,-1.0,,,,-1.0,,,,,-100.0
1.0,1.0,,1.0,,1.0,1.0,,,1.0,,3.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,-96.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,3.0,,1.0,,1.0,,,1.0,,,2.0,2.0,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,-21.0
1.0,,1.0,,,,,,,1.0,1.0,5.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,2.0,-109.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,1.0,,,4.0,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,3.0,2.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,3.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,2.0,3.0,,,1.0,,3.0,,1.0,,,,,1.0,,,,,,2.0,,1.0,,,1.0,,,,,-11.0
,,,,,1.0,,,,1.0,1.0,3.0,,1.0,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,,1.0,-100.0,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,2.0,2.0,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,3.0,1.0,,1.0,,2.0,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,-25.0
,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,-122.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,-98.0
1.0,,2.0,,,2.0,,,,1.0,1.0,9.0,1.0,3.0,,,,1.0,,,1.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,1.0,,,1.0,1.0,4.0,-235.0,5.0,2.0,,,,2.0,2.0,,,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,2.0,,,,,,1.0,1.0,2.0,,2.0,2.0,,3.0,1.0,,1.0,,2.0,1.0,1.0,,,,1.0,3.0,,,1.0,2.0,,,,1.0,,,,,1.0,,,3.0,,,3.0,1.0,,,,,,,,,,,1.0,,,1.0,,6.0,,1.0,,,1.0,,2.0,2.0,1.0,7.0,6.0,1.0,,1.0,2.0,1.0,1.0,,,,5.0,1.0,1.0,,1.0,1.0,,4.0,1.0,1.0,,1.0,,,,,,2.0,,1.0,6.0,2.0,,,,3.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,2.0,,,,1.0,,,2.0,1.0,1.0,2.0,,,1.0,,1.0,9.0,,,,1.0,,,1.0,2.0,1.0,,3.0,,,,1.0,,1.0,1.0,,2.0,5.0,2.0,,2.0,,7.0,,,1.0,,1.0,,3.0,,,,,,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,,-6.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.0
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,-4.0
,4.0,3.0,1.0,,4.0,2.0,1.0,1.0,4.0,2.0,20.0,3.0,4.0,,1.0,1.0,,1.0,3.0,3.0,4.0,2.0,5.0,1.0,,,1.0,,4.0,1.0,,1.0,,2.0,6.0,-506.0,6.0,2.0,1.0,,1.0,,4.0,,,,,2.0,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,3.0,,,,1.0,2.0,,1.0,1.0,,1.0,3.0,1.0,4.0,,6.0,5.0,1.0,6.0,1.0,2.0,4.0,1.0,,2.0,1.0,1.0,,,2.0,7.0,,,1.0,4.0,1.0,,,1.0,2.0,,,,1.0,1.0,2.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,13.0,1.0,2.0,1.0,,,1.0,4.0,,2.0,15.0,13.0,,,2.0,3.0,3.0,2.0,2.0,,,,2.0,2.0,1.0,1.0,,,5.0,,,1.0,,,,1.0,,,6.0,1.0,1.0,12.0,6.0,1.0,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,1.0,,,,2.0,5.0,,1.0,3.0,,,,4.0,,,1.0,,1.0,1.0,5.0,3.0,1.0,5.0,,1.0,1.0,2.0,1.0,11.0,,,1.0,2.0,,2.0,2.0,,2.0,,4.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.0,11.0,,,,,14.0,,,3.0,,,,3.0,2.0,,,,1.0,4.0,,6.0,1.0,1.0,,,1.0,,,-63.0
,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,,,,,,1.0,1.0,1.0,,3.0,,,,,1.0,2.0,,,,,1.0,,-170.0,2.0,,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,2.0,,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,3.0,,,,2.0,,,,,,,,,1.0,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,4.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,4.0,,,,,1.0,,,,,3.0,,1.0,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,5.0,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,2.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,3.0,,,,,,1.0,3.0,3.0,1.0,,1.0,,,,,,,1.0,,3.0,5.0,,,2.0,,5.0,,,,,,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,-28.0
,,,1.0,,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,-47.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,-14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,-25.0
,,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,1.0,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,-3.0
,1.0,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,-65.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,2.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,-13.0
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,-5.0
-1.0,,-3.0,,,-2.0,,,,-2.0,-2.0,-14.0,-1.0,-7.0,-1.0,,,-1.0,,-2.0,-2.0,-2.0,,-3.0,-2.0,-1.0,,-2.0,,-2.0,-1.0,,-1.0,,-2.0,-9.0,-780.0,-14.0,,-1.0,,,-3.0,-2.0,,,-1.0,,-1.0,,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,,-4.0,-1.0,,,,,-2.0,-1.0,-3.0,-1.0,-4.0,-3.0,,-4.0,,-1.0,-2.0,-1.0,-1.0,-1.0,,,-1.0,,-1.0,-4.0,,,-1.0,-2.0,-1.0,,,-1.0,,,,,,-1.0,-1.0,-3.0,-1.0,,-4.0,,-1.0,-1.0,,,,-1.0,,,,,-1.0,,-1.0,-1.0,,-7.0,,-1.0,-1.0,,-1.0,,-3.0,-3.0,-3.0,-10.0,-11.0,-1.0,,,,-2.0,-1.0,-3.0,,,-6.0,-1.0,-1.0,,-1.0,-1.0,,,,,,,,,,-1.0,,-4.0,,-1.0,-7.0,-4.0,,,,-3.0,-1.0,,-3.0,,,,-1.0,,,,,,-1.0,,,,,,,-1.0,-3.0,-1.0,,-2.0,-1.0,,,-2.0,,,,-2.0,,,-3.0,-2.0,,-3.0,,-1.0,-2.0,-1.0,,-23.0,,,,-2.0,,-1.0,-2.0,-3.0,-1.0,,-3.0,,-1.0,-1.0,-1.0,,,-2.0,,-3.0,-7.0,-2.0,-1.0,-2.0,,-11.0,,-1.0,-1.0,,,-1.0,-6.0,-1.0,,-1.0,,-1.0,-2.0,-1.0,-4.0,,,-1.0,,-1.0,-1.0,,-1126.0
,,,,,,,,,-1.0,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,-23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,,,,,,-1.0,,,,,-1.0,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,,,,,-1.0,-1.0,,-2.0,,,,-1.0,,,,,,-1.0,,-1.0,,,,,,,,-54.0
,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,-22.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,-4.0
,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,-39.0,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,-1.0,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,-1.0,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.0
,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,-54.0,,,,,,,,,,,,,,,,,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,-1.0,1.0,,,,,,,,,,,,,,,,,,-1.0,,,1.0,-1.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,-49.0
,,,,,-1.0,,,,-1.0,,-1.0,,,,,,,,,,,,-1.0,,,,-1.0,,,,,,,-1.0,,-37.0,,,-1.0,,,-1.0,,,,,,,,,,,,-1.0,-1.0,,,,-1.0,,,-1.0,,,,,-1.0,,,,,,-1.0,,,-1.0,,,,-1.0,,,,,,,,,-1.0,,,,,-1.0,,,,,-2.0,,,-1.0,,,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,-1.0,-1.0,,,,,,,,-1.0,,,,-1.0,,,,,,,,,,-1.0,,,,,-1.0,,,,,-1.0,-1.0,,,-1.0,,,-2.0,-1.0,,,,-1.0,,-1.0,,-1.0,,,-1.0,,,-1.0,,,,,,,,,,-1.0,,,-1.0,,,,-1.0,,,,,,,,,,-1.0,,,-1.0,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,-2.0,,-1.0,,,,,-2.0,-1.0,,-3.0,,-1.0,,,,-1.0,,,,,,,,,,,,,,-95.0
,,,-1.0,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-32.0,,,,-1.0,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,,,-1.0,,,,,,,,-1.0,-1.0,-1.0,,,-1.0,,-2.0,,-1.0,,,,,,-1.0,,,,-2.0,,-1.0,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,-1.0,,,,,-1.0,,,-2.0,,,,,,,,,,,,,,,,,,,,-64.0
,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.0,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,-1.0,,,,,,,,,-2.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,,-1.0,-1.0,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,-1.0,-3.0,,,,,,,-1.0,-1.0,,,,,-1.0,-3.0,,-1.0,,,,,,,,,,-2.0,,,,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,-2.0,,-1.0,,,,,-1.0,,,-2.0,,,,,,,,,,,,,-1.0,,,,,,,-60.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,-110.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,,,,-1.0,,,,,-1.0,,,,,,,-1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,-118.0
